task1,task2,repmatch
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.03659117904802164
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.03632473712787032
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.025227002101019025
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-dream_generate_last_utterance,0.10881684720516205
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.03950749485132595
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-app_reviews_generate_review,0.023107290151529014
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.022948355607998867
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-dream_baseline,0.033970279968343675
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.040337831169987716
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.033860395196825266
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.04147685361870875
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.02237154628771047
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.02756636841998746
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.033458363730460405
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.02649832416015367
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.029751328014147777
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.033814249094575644
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.019740558772658307
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.029382359352894127
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.16159705072641373
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.03686532510134081
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.019943318096920848
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.03529860211225847
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.02466626123835643
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,0.17329387801388899
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,0.03543036229287585
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-app_reviews_convert_to_rating,0.03342546569183469
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,0.17315024075408778
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.03331823150316874
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.02982556230078141
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.04154373457034429
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.04202018134916822
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.22004370080928007
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.048952930296460785
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.07712299097329378
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-dream_generate_last_utterance,0.047864865705681346
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.177693298086524
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-app_reviews_generate_review,0.01789318995239834
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.027246255582819384
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-dream_baseline,0.0805194117128849
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.17917533094684282
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.04179270456855496
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.15670964308083057
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.034046094942217074
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.05104878296454748
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.04835691613455614
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.030237144868200023
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.0815002666786313
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.4293441027402878
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.025101187483717997
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.03893525463839372
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.043054323721056185
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.18469965209563574
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.031638625310733914
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.05058639570294569
models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.04493779091474911
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,0.04023168204973141
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-app_reviews_convert_to_rating,0.030730030266568065
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,0.3639311616619428
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.030084133225803573
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.036126717537020646
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.04169845565532645
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.043753958850478135
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.173341678455472
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.049492383220543466
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.07385986686373751
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-dream_generate_last_utterance,0.03799441010536005
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.1804914033661286
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-app_reviews_generate_review,0.01561974334375312
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.02503223503784587
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-dream_baseline,0.08701102000971635
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.4273027777671814
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.042119015396262206
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.15076032156745592
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.032803147565573454
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.04191867836440603
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.046580898808315396
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.0279905388597399
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.0898394122098883
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.209813437735041
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.026185890504469473
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.034518943866714835
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.039967065677046776
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.19991023590167364
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.03208438594204684
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.04228213103488088
models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.043560291174799204
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-app_reviews_convert_to_rating,0.07669527890781562
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,0.0401760961394757
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.13410009692112604
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.21619740625222525
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.15671832052369913
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.024228321039117873
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.044261037527273096
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.17943959683179855
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.11595682799816132
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-dream_generate_last_utterance,0.034412812208756804
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.04106749081984162
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-app_reviews_generate_review,0.019373112474568188
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.08224391378462315
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-dream_baseline,0.12299310835078359
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.036386205814778805
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.15306192512313524
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.042549111104259886
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.2647757101804018
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.022046109661459923
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.026341068480784696
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.24951065704226494
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.12684688282509646
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.0383603610098362
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.11701840565850337
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.7188971191644669
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.029747003068526585
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.03774445760063827
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.18707328476011753
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.025917072198353708
models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.25897201895713806
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,0.0318459781507651
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.0353848683492591
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.07022593946506579
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.03952861507423222
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.029143761843442917
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.028791035098644596
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.0463681947439909
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.030344113629932206
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-dream_generate_last_utterance,0.0293595534361278
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.036972356184075274
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-app_reviews_generate_review,0.017920961234873783
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.05018438748084009
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-dream_baseline,0.03446746578750511
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.03136960060025255
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.0372632536261032
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.03828049831402799
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.0892848502844572
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.025506310281343758
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.027627603073293965
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.0808159386118253
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.03410624472113947
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.03336406700933973
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.053315103985369205
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.07277870768060286
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.02621975797228515
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.030480094564457733
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.06601718533784151
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.031132268408934276
models/result_gpt2_t0-task-app_reviews_convert_to_rating,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.048281942416603364
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.02581386547535658
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.03293217446965476
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.038973889158417784
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.046273485757410526
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.16564627923071384
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.046500677398095526
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.07404227213313182
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-dream_generate_last_utterance,0.04417234876503547
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.16383973446985087
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-app_reviews_generate_review,0.020720315747894347
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.025128206548591454
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-dream_baseline,0.08476783831914265
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.3682931090394656
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.0412430667784065
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.2096857652068138
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.026850086947282154
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.05160788749344647
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.05516170198097825
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.028320131280149024
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.0933714162868758
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.1567396509150664
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.02365440681266288
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.037696143767486014
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.04423487298966696
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.1574164874230822
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.031063337228260934
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.05217982137886187
models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.03881233185529709
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.07239730702713132
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.433629064510266
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.020488404552452266
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.035716022520015635
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.46967123448848724
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.07605803633729617
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-dream_generate_last_utterance,0.015858523974505562
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.03022998486024638
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-app_reviews_generate_review,0.016345870836327474
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.043593533569946885
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-dream_baseline,0.0636596108476321
models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.03166706875587503
